                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.46455,                 0.5242,                 1.3649,                0.93733,                0.99928,                      1,                  0.995,                0.90801,                0.99928,                      1,                  0.995,                0.99394,                0.42147,                0.43159,                 1.1765,                 1.0138,                 0.0004,                 0.0004,                 0.0004
