S.No.,filename,Length (cm),Original Length,ratio
158,DSC04543.JPG,21.82812497,4.41,4.949688202
159,DSC04544.JPG,21.58999997,4.41,4.895691603
160,DSC04545.JPG,22.03979164,5.25,4.19805555
161,DSC04546.JPG,19.44687498,5.25,3.704166663
162,DSC04547.JPG,22.70124997,5.21,4.357245676
163,DSC04548.JPG,22.17208331,5.21,4.255678179
164,DSC04549.JPG,19.55270831,4.95,3.950042083
165,DSC04550.JPG,19.02354164,4.95,3.843139725
166,DSC04551.JPG,20.82270831,4.51,4.617008494
167,DSC04552.JPG,20.92854164,4.51,4.640474865
168,DSC04554.JPG,22.25145831,5.22,4.262731477
169,DSC04555.JPG,22.62187497,5.22,4.333692523
170,DSC04556.JPG,23.17749997,5.45,4.252752288
171,DSC04557.JPG,23.17749997,5.45,4.252752288
172,DSC04558.JPG,21.14020831,5.38,3.929406749
173,DSC04559.JPG,20.79624997,5.38,3.865473972
174,DSC04560.JPG,21.80166664,5.8,3.758908041
175,DSC04561.JPG,22.27791664,5.8,3.84102011
176,DSC04562.JPG,22.70124997,4.8,4.729427077
177,DSC04563.JPG,21.61645831,4.8,4.503428815
178,DSC04564.JPG,22.27791664,5.31,4.195464527
179,DSC04565.JPG,21.82812497,5.31,4.110757998
180,DSC04566.JPG,19.55270831,5.11,3.826361705
181,DSC04567.JPG,19.55270831,5.11,3.826361705
182,DSC04568.JPG,21.37833331,5.3,4.033647794
183,DSC04569.JPG,21.37833331,5.3,4.033647794
184,DSC04570.JPG,19.34104164,4.99,3.875960248
185,DSC04571.JPG,19.44687498,4.99,3.897169335
186,DSC04572.JPG,20.50520831,5.3,3.868907228
187,DSC04573.JPG,19.55270831,5.3,3.689190247
188,DSC04574.JPG,23.2833333,4.8,4.850694438
189,DSC04575.JPG,22.8070833,4.8,4.751475688
190,DSC04576.JPG,21.35187497,4.9,4.357525504
191,DSC04577.JPG,20.90208331,4.9,4.265731288
192,DSC04578.JPG,18.65312498,5.88,3.172300167
193,DSC04579.JPG,19.10291664,5.88,3.248795347
194,DSC04580.JPG,22.27791664,5.35,4.164096568
195,DSC04581.JPG,22.14562497,5.35,4.139369153
196,DSC04582.JPG,23.17749997,4.49,5.162026719
197,DSC04584.JPG,22.93937497,4.49,5.108992198
198,DSC04585.JPG,21.82812497,5.45,4.005160545
199,DSC04586.JPG,21.82812497,5.45,4.005160545
200,DSC04587.JPG,20.02895831,5.6,3.576599698
201,DSC04588.JPG,20.45229164,5.6,3.652194936
202,DSC04589.JPG,19.57916664,5.2,3.765224354
203,DSC04590.JPG,20.95499997,5.2,4.029807687
204,DSC04591.JPG,20.47874997,4.8,4.266406244
205,DSC04592.JPG,20.92854164,4.8,4.360112842
206,DSC04593.JPG,19.57916664,4.92,3.979505415
207,DSC04594.JPG,20.37291664,4.92,4.140836715
208,DSC04595.JPG,21.37833331,5.01,4.267132397
209,DSC04596.JPG,21.35187497,5.01,4.261851291
210,DSC04597.JPG,22.19854164,5.18,4.285432749
211,DSC04598.JPG,21.37833331,5.18,4.127091373
212,DSC04599.JPG,21.35187497,5.41,3.946742139
213,DSC04600.JPG,21.24604164,5.41,3.927179601
214,DSC04601.JPG,21.80166664,5.6,3.893154757
215,DSC04602.JPG,20.69041664,5.6,3.694717257
216,DSC04603.JPG,21.82812497,5.11,4.271648722
217,DSC04604.JPG,23.0452083,5.11,4.509825499
218,DSC04605.JPG,20.47874997,5,4.095749994
219,DSC04606.JPG,20.00249997,5,4.000499994
