S.No.,filename,Length (cm),Original Length,ratio
494,DSC04909.JPG,20.45229164,5.74,3.56311701
495,DSC04910.JPG,20.37291664,5.74,3.549288613
496,DSC04911.JPG,22.7277083,5.39,4.216643469
497,DSC04912.JPG,21.82812497,5.39,4.049744892
498,DSC04913.JPG,20.90208331,4.9,4.265731288
499,DSC04914.JPG,20.92854164,4.9,4.271130947
500,DSC04915.JPG,20.69041664,5.05,4.097112206
501,DSC04916.JPG,20.76979164,5.05,4.112830028
502,DSC04917.JPG,20.92854164,5,4.185708328
503,DSC04918.JPG,20.47874997,5,4.095749994
504,DSC04919.JPG,21.37833331,5.1,4.191830061
505,DSC04920.JPG,21.82812497,5.1,4.280024504
506,DSC04921.JPG,20.90208331,5.42,3.856472935
507,DSC04922.JPG,20.45229164,5.42,3.773485542
508,DSC04923.JPG,21.37833331,5.2,4.111217944
509,DSC04924.JPG,22.27791664,5.2,4.284214738
510,DSC04925.JPG,22.7277083,5.04,4.509465933
511,DSC04926.JPG,22.17208331,5.04,4.399222879
512,DSC04927.JPG,21.37833331,5.14,4.159208815
513,DSC04928.JPG,20.90208331,5.14,4.066553173
514,DSC04929.JPG,22.62187497,4.6,4.917798907
515,DSC04930.JPG,22.27791664,4.6,4.843025357
516,DSC04931.JPG,22.70124997,5.5,4.127499995
517,DSC04932.JPG,23.0452083,5.5,4.190037873
518,DSC04933.JPG,21.77520831,5.11,4.261293211
519,DSC04934.JPG,22.70124997,5.11,4.442514671
520,DSC04935.JPG,21.82812497,4.98,4.383157624
521,DSC04936.JPG,20.90208331,4.98,4.197205484
522,DSC04937.JPG,22.70124997,5.55,4.09031531
523,DSC04938.JPG,22.83354164,5.55,4.114151647
524,DSC04939.JPG,22.75416664,5.5,4.137121207
525,DSC04940.JPG,22.33083331,5.5,4.060151511
526,DSC04941.JPG,20.00249997,5,4.000499994
527,DSC04942.JPG,20.24062497,5,4.048124994
528,DSC04943.JPG,23.62729164,5.29,4.466406737
529,DSC04944.JPG,23.62729164,5.29,4.466406737
530,DSC04945.JPG,23.17749997,5.62,4.124110315
531,DSC04946.JPG,23.49499997,5.62,4.180604977
532,DSC04947.JPG,21.37833331,5.4,3.958950613
533,DSC04948.JPG,20.79624997,5.4,3.851157402
534,DSC04949.JPG,19.47333331,4.71,4.134465671
535,DSC04950.JPG,19.55270831,4.71,4.151318113
536,DSC04951.JPG,21.82812497,5.3,4.118514145
537,DSC04952.JPG,21.80166664,5.3,4.113522008
538,DSC04953.JPG,21.72229164,5.31,4.090827051
539,DSC04954.JPG,22.25145831,5.31,4.190481791
540,DSC04955.JPG,24.5533333,5,4.91066666
541,DSC04956.JPG,24.10354164,5,4.820708328
542,DSC04957.JPG,22.70124997,5.05,4.495297024
543,DSC04958.JPG,21.80166664,5.05,4.317161711
544,DSC04959.JPG,19.87020831,5.3,3.749095908
545,DSC04960.JPG,20.00249997,5.3,3.774056598
546,DSC04961.JPG,22.38374997,5.2,4.304567302
547,DSC04962.JPG,22.70124997,5.2,4.365624994
548,DSC04963.JPG,20.92854164,5.41,3.868491985
549,DSC04964.JPG,22.27791664,5.41,4.117914351
550,DSC04965.JPG,21.24604164,5.35,3.971222736
551,DSC04966.JPG,21.24604164,5.35,3.971222736
552,DSC04967.JPG,18.65312498,4.59,4.063861651
553,DSC04968.JPG,18.65312498,4.59,4.063861651
554,DSC04969.JPG,21.82812497,5.3,4.118514145
555,DSC04970.JPG,21.80166664,5.3,4.113522008
556,DSC04971.JPG,22.27791664,5.48,4.065313255
557,DSC04972.JPG,21.80166664,5.48,3.978406321
558,DSC04973.JPG,20.26708331,5.08,3.989583329
559,DSC04974.JPG,19.47333331,5.08,3.833333329
560,DSC04975.JPG,20.90208331,4.51,4.634608273
561,DSC04976.JPG,21.35187497,4.51,4.734340348
562,DSC04977.JPG,20.90208331,5.05,4.139026398
563,DSC04978.JPG,20.79624997,5.05,4.118069301
564,DSC04979.JPG,20.92854164,5.04,4.152488421
565,DSC04980.JPG,21.72229164,5.04,4.3099785
566,DSC04982.JPG,23.97124997,5.04,4.756200391
567,DSC04983.JPG,23.89187497,5.04,4.740451383
568,DSC04984.JPG,18.52083331,4.98,3.719042833
569,DSC04985.JPG,19.10291664,4.98,3.835927036
570,DSC04986.JPG,22.7277083,4.7,4.835682617
571,DSC04987.JPG,24.05062497,4.7,5.117154249
572,DSC04988.JPG,19.57916664,5.08,3.854166661
573,DSC04989.JPG,20.02895831,5.08,3.942708329
574,DSC04990.JPG,23.2039583,5.85,3.966488598
575,DSC04991.JPG,21.72229164,5.85,3.713212246
576,DSC04992.JPG,21.35187497,5.04,4.236483129
577,DSC04993.JPG,20.90208331,5.04,4.147238752
578,DSC04994.JPG,20.45229164,5.35,3.82285825
579,DSC04995.JPG,20.90208331,5.35,3.90693146
580,DSC04996.JPG,19.12937498,4.98,3.841239956
581,DSC04997.JPG,18.65312498,4.98,3.745607426
582,DSC04998.JPG,21.37833331,5.16,4.143087851
583,DSC04999.JPG,19.57916664,5.16,3.79441214
584,DSC05000.JPG,20.90208331,5.2,4.019631406
585,DSC05001.JPG,21.27249997,5.2,4.090865379
586,DSC05002.JPG,21.35187497,4.85,4.402448447
587,DSC05003.JPG,21.82812497,4.85,4.500644324
588,DSC05004.JPG,21.40479164,4.82,4.440828141
589,DSC05005.JPG,21.80166664,4.82,4.523167353
590,DSC05006.JPG,20.90208331,5.38,3.885145597
591,DSC05007.JPG,18.20333331,5.38,3.383519203
592,DSC05009.JPG,21.80166664,5.23,4.168578707
593,DSC05010.JPG,23.0452083,5.23,4.406349579
594,DSC05011.JPG,21.82812497,4.98,4.383157624
595,DSC05012.JPG,21.88104164,4.98,4.393783462
596,DSC05013.JPG,21.32541664,4.95,4.308164978
597,DSC05014.JPG,21.40479164,4.95,4.324200331
598,DSC05015.JPG,20.95499997,4.9,4.276530606
599,DSC05016.JPG,21.80166664,4.9,4.449319722
600,DSC05017.JPG,20.02895831,5.59,3.582997909
601,DSC05018.JPG,18.97062498,5.59,3.393671732
602,DSC05019.JPG,21.82812497,5.31,4.110757998
603,DSC05020.JPG,20.92854164,5.31,3.941344942
604,DSC05021.JPG,22.30437497,4.96,4.496849792
605,DSC05022.JPG,22.03979164,4.96,4.443506379
606,DSC05023.JPG,21.24604164,5.21,4.077935056
607,DSC05024.JPG,21.40479164,5.21,4.108405305
608,DSC05025.JPG,24.50041664,4.62,5.303120485
609,DSC05026.JPG,23.17749997,4.62,5.016774885
610,DSC05027.JPG,19.42041664,4.71,4.123230709
611,DSC05028.JPG,19.57916664,4.71,4.156935592
612,DSC05029.JPG,22.25145831,5.19,4.287371543
613,DSC05030.JPG,22.75416664,5.19,4.384232493
614,DSC05031.JPG,21.82812497,5.45,4.005160545
615,DSC05032.JPG,22.25145831,5.45,4.082836387
616,DSC05034.JPG,20.45229164,5.47,3.738992987
617,DSC05035.JPG,19.44687498,5.47,3.555187382
618,DSC05036.JPG,20.90208331,4.7,4.447251768
619,DSC05037.JPG,20.90208331,4.7,4.447251768
620,DSC05038.JPG,21.82812497,5.13,4.254995121
621,DSC05039.JPG,20.45229164,5.13,3.986801489
622,DSC05040.JPG,21.85458331,5.3,4.123506285
623,DSC05041.JPG,22.14562497,5.3,4.178419806
624,DSC05042.JPG,25.00312497,5,5.000624994
625,DSC05043.JPG,25.39999997,5,5.079999994
626,DSC05044.JPG,21.37833331,5.06,4.224967057
627,DSC05045.JPG,20.92854164,5.06,4.136075423
628,DSC05046.JPG,22.9658333,5.13,4.476770624
629,DSC05047.JPG,23.2039583,5.13,4.523188752
630,DSC05048.JPG,20.02895831,5.22,3.836965193
631,DSC05049.JPG,21.24604164,5.22,4.07012292
632,DSC05050.JPG,21.37833331,5.6,3.81755952
633,DSC05051.JPG,21.80166664,5.6,3.893154757
634,DSC05052.JPG,21.82812497,4.94,4.418648779
635,DSC05053.JPG,20.24062497,4.94,4.097292504
636,DSC05054.JPG,19.47333331,4.99,3.902471605
637,DSC05055.JPG,20.42583331,4.99,4.093353369
638,DSC05056.JPG,21.24604164,4.6,4.618704704
639,DSC05057.JPG,22.25145831,4.6,4.837273546
640,DSC05058.JPG,21.80166664,5.3,4.113522008
641,DSC05059.JPG,21.37833331,5.3,4.033647794
642,DSC05060.JPG,20.92854164,5.05,4.144265671
643,DSC05061.JPG,21.16666664,5.05,4.191419137
644,DSC05062.JPG,21.37833331,4.92,4.345189697
645,DSC05063.JPG,21.37833331,4.92,4.345189697
646,DSC05064.JPG,21.35187497,5.31,4.021068733
647,DSC05065.JPG,21.24604164,5.31,4.001137785
648,DSC05066.JPG,21.82812497,4.78,4.566553341
649,DSC05067.JPG,21.32541664,4.78,4.461384234
650,DSC05068.JPG,22.30437497,5.12,4.356323236
651,DSC05069.JPG,21.35187497,5.12,4.17028808
652,DSC05070.JPG,21.35187497,4.71,4.533306788
653,DSC05071.JPG,21.35187497,4.71,4.533306788
654,DSC05072.JPG,21.29895831,5.2,4.095953521
655,DSC05073.JPG,21.80166664,5.2,4.1926282
656,DSC05074.JPG,22.27791664,5.15,4.325809056
657,DSC05075.JPG,22.27791664,5.15,4.325809056
658,DSC05076.JPG,21.82812497,5.05,4.322400984
659,DSC05077.JPG,20.92854164,5.05,4.144265671
660,DSC05078.JPG,21.72229164,5.15,4.217920707
661,DSC05079.JPG,22.27791664,5.15,4.325809056
662,DSC05080.JPG,22.5689583,5,4.51379166
663,DSC05081.JPG,22.7277083,5,4.54554166
664,DSC05082.JPG,20.69041664,5.4,3.831558637
665,DSC05083.JPG,20.02895831,5.4,3.709066354
666,DSC05084.JPG,22.06624997,5.18,4.259893817
667,DSC05085.JPG,21.37833331,5.18,4.127091373
